transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000242260,2024-05-20 06:00:11,Bill Payment,Entertainment,273,SUCCESS,26-35,56+,Karnataka,SBI,ICICI,iOS,4G,0,6,Monday,0
TXN0000239770,2024-08-02 22:50:34,P2M,Fuel,687,SUCCESS,26-35,36-45,Rajasthan,Yes Bank,Kotak,Android,4G,0,22,Friday,0
TXN0000206613,2024-02-09 19:50:08,Bill Payment,Transport,392,SUCCESS,18-25,36-45,Gujarat,PNB,SBI,Android,5G,0,19,Friday,0
TXN0000041406,2024-01-16 08:50:29,Bill Payment,Other,137,SUCCESS,18-25,18-25,Telangana,ICICI,HDFC,Android,WiFi,0,8,Tuesday,0
TXN0000077479,2024-08-17 15:46:49,P2P,Food,884,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,SBI,Android,4G,0,15,Saturday,1
TXN0000248625,2024-09-14 18:37:48,P2P,Shopping,160,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,Axis,Android,4G,0,18,Saturday,1
TXN0000024846,2024-02-28 12:59:59,P2M,Entertainment,217,SUCCESS,46-55,18-25,Telangana,SBI,SBI,Android,4G,0,12,Wednesday,0
TXN0000123591,2024-05-29 12:55:46,Bill Payment,Other,508,SUCCESS,36-45,36-45,Maharashtra,SBI,PNB,Android,5G,0,12,Wednesday,0
TXN0000243760,2024-05-16 14:50:04,P2P,Grocery,1038,SUCCESS,46-55,56+,Rajasthan,Kotak,SBI,Android,4G,0,14,Thursday,0
TXN0000038921,2024-11-29 22:39:31,P2P,Grocery,116,SUCCESS,18-25,26-35,Telangana,Axis,HDFC,iOS,5G,0,22,Friday,0
TXN0000006093,2024-07-27 23:23:58,P2P,Grocery,902,SUCCESS,26-35,18-25,Delhi,HDFC,SBI,Android,5G,0,23,Saturday,1
TXN0000092548,2024-05-07 12:43:22,P2P,Utilities,511,FAILED,46-55,36-45,Tamil Nadu,Yes Bank,PNB,Android,4G,0,12,Tuesday,0
TXN0000043610,2024-02-18 14:10:00,P2P,Grocery,190,SUCCESS,26-35,36-45,Delhi,Yes Bank,SBI,iOS,4G,0,14,Sunday,1
TXN0000035900,2024-10-01 23:18:18,P2M,Grocery,331,SUCCESS,46-55,26-35,Gujarat,ICICI,HDFC,iOS,4G,0,23,Tuesday,0
TXN0000246035,2024-02-21 15:57:51,P2P,Healthcare,285,SUCCESS,26-35,36-45,Delhi,Axis,Kotak,Android,5G,0,15,Wednesday,0
TXN0000144689,2024-10-31 16:29:20,P2M,Grocery,651,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,Yes Bank,Android,4G,0,16,Thursday,0
TXN0000191685,2024-06-08 20:45:03,P2P,Entertainment,602,SUCCESS,26-35,46-55,Delhi,HDFC,HDFC,Android,4G,0,20,Saturday,1
TXN0000236080,2024-03-28 12:55:13,P2M,Healthcare,233,SUCCESS,26-35,26-35,Karnataka,SBI,HDFC,iOS,5G,0,12,Thursday,0
TXN0000088976,2024-11-15 23:48:28,P2M,Fuel,4083,SUCCESS,26-35,26-35,Karnataka,SBI,ICICI,Android,5G,0,23,Friday,0
TXN0000095604,2024-10-31 09:03:43,P2P,Entertainment,480,SUCCESS,46-55,46-55,Gujarat,Axis,ICICI,Android,5G,0,9,Thursday,0
TXN0000022059,2024-07-21 10:58:56,P2M,Grocery,301,SUCCESS,36-45,46-55,Uttar Pradesh,IndusInd,ICICI,Android,4G,0,10,Sunday,1
TXN0000246023,2024-03-06 19:29:35,Bill Payment,Shopping,6590,SUCCESS,26-35,36-45,Tamil Nadu,SBI,SBI,Android,5G,0,19,Wednesday,0
TXN0000209255,2024-08-12 12:23:54,P2M,Grocery,355,SUCCESS,18-25,26-35,Maharashtra,PNB,ICICI,Android,3G,0,12,Monday,0
TXN0000078163,2024-08-13 15:29:19,P2M,Other,511,SUCCESS,26-35,26-35,Telangana,ICICI,SBI,Android,5G,0,15,Tuesday,0
TXN0000177986,2024-01-15 18:23:57,Recharge,Grocery,1378,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,IndusInd,Android,4G,0,18,Monday,0
TXN0000148302,2024-08-20 19:18:36,P2M,Grocery,742,SUCCESS,18-25,26-35,Delhi,SBI,Axis,Android,4G,0,19,Tuesday,0
TXN0000102325,2024-11-18 15:26:38,P2M,Shopping,4080,SUCCESS,56+,26-35,Delhi,Yes Bank,Axis,Android,4G,0,15,Monday,0
TXN0000151129,2024-02-09 21:26:32,P2P,Transport,63,SUCCESS,26-35,18-25,Tamil Nadu,Axis,SBI,Android,4G,0,21,Friday,0
TXN0000161053,2024-01-14 10:02:28,P2M,Grocery,460,SUCCESS,18-25,36-45,Telangana,ICICI,Kotak,Android,4G,0,10,Sunday,1
TXN0000120764,2024-07-10 21:54:45,P2M,Fuel,401,SUCCESS,36-45,26-35,Gujarat,Kotak,ICICI,Android,4G,0,21,Wednesday,0
TXN0000174793,2024-12-29 13:48:13,P2P,Grocery,469,SUCCESS,36-45,18-25,Andhra Pradesh,Yes Bank,PNB,Android,4G,0,13,Sunday,1
TXN0000240386,2024-10-22 18:29:42,Bill Payment,Shopping,7809,SUCCESS,18-25,18-25,Karnataka,Axis,PNB,Android,4G,0,18,Tuesday,0
TXN0000220756,2024-08-16 21:14:04,P2M,Utilities,2225,SUCCESS,18-25,46-55,Andhra Pradesh,Yes Bank,SBI,Android,5G,0,21,Friday,0
TXN0000136268,2024-09-07 20:34:49,Recharge,Utilities,3262,SUCCESS,18-25,26-35,Tamil Nadu,SBI,SBI,Android,4G,0,20,Saturday,1
TXN0000085978,2024-05-28 18:49:59,Recharge,Food,138,FAILED,18-25,26-35,Uttar Pradesh,PNB,SBI,Android,4G,0,18,Tuesday,0
TXN0000003210,2024-03-11 16:22:51,P2P,Grocery,933,SUCCESS,18-25,26-35,West Bengal,SBI,HDFC,Android,4G,0,16,Monday,0
TXN0000079570,2024-03-20 18:49:11,P2M,Transport,553,FAILED,46-55,26-35,Karnataka,SBI,PNB,Android,5G,0,18,Wednesday,0
TXN0000075834,2024-09-04 13:28:40,P2P,Fuel,3108,SUCCESS,26-35,26-35,Telangana,IndusInd,SBI,Android,WiFi,0,13,Wednesday,0
TXN0000059845,2024-10-14 11:11:00,P2M,Grocery,1669,SUCCESS,46-55,46-55,Uttar Pradesh,HDFC,ICICI,Android,WiFi,0,11,Monday,0
TXN0000224827,2024-06-22 21:02:23,P2P,Entertainment,310,SUCCESS,56+,18-25,Delhi,Kotak,IndusInd,Android,WiFi,0,21,Saturday,1
TXN0000208718,2024-10-05 18:14:36,P2P,Utilities,152,SUCCESS,26-35,36-45,Tamil Nadu,PNB,PNB,Android,4G,0,18,Saturday,1
TXN0000140071,2024-07-21 22:29:04,P2P,Food,241,SUCCESS,36-45,56+,Telangana,PNB,ICICI,Android,4G,0,22,Sunday,1
TXN0000065416,2024-02-13 14:23:48,P2P,Fuel,1150,SUCCESS,26-35,26-35,Andhra Pradesh,Axis,PNB,Android,4G,0,14,Tuesday,0
TXN0000216967,2024-01-18 10:42:58,P2P,Food,144,SUCCESS,26-35,36-45,Maharashtra,Kotak,ICICI,Android,4G,0,10,Thursday,0
TXN0000134607,2024-06-01 16:26:38,P2P,Fuel,584,SUCCESS,46-55,18-25,West Bengal,Yes Bank,IndusInd,Android,5G,0,16,Saturday,1
TXN0000060834,2024-01-27 22:11:28,P2M,Food,132,SUCCESS,36-45,18-25,Rajasthan,ICICI,HDFC,Android,5G,0,22,Saturday,1
TXN0000024224,2024-06-30 19:07:39,P2M,Shopping,1024,SUCCESS,26-35,36-45,Maharashtra,Kotak,SBI,Android,5G,0,19,Sunday,1
TXN0000218472,2024-03-12 23:16:35,P2M,Other,277,SUCCESS,36-45,18-25,Tamil Nadu,IndusInd,HDFC,iOS,5G,0,23,Tuesday,0
TXN0000189457,2024-11-02 20:25:35,P2M,Transport,20,SUCCESS,26-35,26-35,West Bengal,SBI,Yes Bank,Android,4G,0,20,Saturday,1
TXN0000019802,2024-12-17 12:46:18,P2M,Other,1019,SUCCESS,18-25,36-45,Gujarat,SBI,Axis,Android,4G,0,12,Tuesday,0
TXN0000012471,2024-04-24 12:51:23,P2P,Grocery,938,FAILED,46-55,36-45,Rajasthan,Yes Bank,Kotak,Web,4G,0,12,Wednesday,0
TXN0000249843,2024-07-01 10:59:09,P2P,Transport,104,SUCCESS,26-35,26-35,Gujarat,IndusInd,HDFC,Android,5G,0,10,Monday,0
TXN0000077235,2024-03-13 15:26:16,P2M,Grocery,1025,FAILED,26-35,18-25,Delhi,Yes Bank,HDFC,Android,5G,0,15,Wednesday,0
TXN0000029637,2024-10-23 13:44:23,P2P,Food,2064,SUCCESS,26-35,46-55,Andhra Pradesh,Kotak,ICICI,Android,4G,0,13,Wednesday,0
TXN0000218107,2024-09-25 08:38:33,Bill Payment,Transport,383,SUCCESS,36-45,18-25,Maharashtra,PNB,PNB,Android,4G,0,8,Wednesday,0
TXN0000143482,2024-11-02 17:49:33,P2M,Grocery,3122,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,SBI,Android,3G,0,17,Saturday,1
TXN0000179205,2024-05-02 19:44:16,P2M,Utilities,4784,SUCCESS,36-45,26-35,Karnataka,ICICI,IndusInd,Android,4G,0,19,Thursday,0
TXN0000236270,2024-03-17 19:18:57,P2M,Fuel,353,SUCCESS,26-35,26-35,Delhi,PNB,SBI,Android,4G,0,19,Sunday,1
TXN0000098396,2024-05-09 12:14:26,Bill Payment,Grocery,512,SUCCESS,26-35,26-35,Gujarat,SBI,IndusInd,iOS,4G,0,12,Thursday,0
TXN0000095669,2024-02-27 20:48:21,P2M,Other,809,SUCCESS,18-25,26-35,Karnataka,SBI,ICICI,Android,5G,0,20,Tuesday,0
TXN0000135136,2024-02-04 11:20:38,P2M,Grocery,223,SUCCESS,18-25,18-25,Andhra Pradesh,Axis,SBI,Android,4G,0,11,Sunday,1
TXN0000011674,2024-02-01 17:01:49,P2M,Other,328,FAILED,26-35,18-25,Karnataka,SBI,Yes Bank,Web,4G,0,17,Thursday,0
TXN0000197750,2024-07-13 12:51:27,P2M,Healthcare,136,FAILED,18-25,26-35,Karnataka,PNB,SBI,Android,4G,0,12,Saturday,1
TXN0000224278,2024-06-21 13:13:57,P2P,Food,109,SUCCESS,46-55,26-35,Tamil Nadu,Kotak,Axis,iOS,4G,1,13,Friday,0
TXN0000004277,2024-02-20 23:28:14,Bill Payment,Grocery,297,SUCCESS,18-25,36-45,Gujarat,Axis,HDFC,Android,4G,0,23,Tuesday,0
TXN0000239557,2024-06-22 15:32:53,P2M,Grocery,293,SUCCESS,26-35,26-35,Andhra Pradesh,ICICI,Axis,Android,4G,0,15,Saturday,1
TXN0000071012,2024-04-06 17:43:14,P2M,Entertainment,102,SUCCESS,26-35,26-35,Karnataka,IndusInd,SBI,Android,3G,0,17,Saturday,1
TXN0000117304,2024-11-30 19:05:49,P2M,Grocery,1323,SUCCESS,26-35,36-45,Rajasthan,PNB,HDFC,Web,4G,1,19,Saturday,1
TXN0000063961,2024-09-16 19:50:51,P2M,Other,1278,SUCCESS,36-45,56+,West Bengal,PNB,HDFC,iOS,4G,0,19,Monday,0
TXN0000088703,2024-08-07 12:14:58,P2P,Food,1124,SUCCESS,26-35,26-35,Uttar Pradesh,Axis,Yes Bank,Android,WiFi,0,12,Wednesday,0
TXN0000197744,2024-04-15 07:41:53,P2P,Utilities,551,SUCCESS,56+,46-55,Tamil Nadu,HDFC,ICICI,Android,4G,0,7,Monday,0
TXN0000071462,2024-05-04 16:33:53,P2P,Shopping,4812,SUCCESS,36-45,26-35,Gujarat,Axis,SBI,Android,5G,0,16,Saturday,1
TXN0000117773,2024-12-14 21:23:21,P2M,Food,348,SUCCESS,26-35,36-45,Delhi,Axis,IndusInd,Android,4G,0,21,Saturday,1
TXN0000110628,2024-03-02 21:44:43,P2P,Other,1020,SUCCESS,36-45,36-45,Delhi,Axis,Axis,Android,4G,0,21,Saturday,1
TXN0000138714,2024-12-09 20:28:08,Recharge,Education,10310,SUCCESS,46-55,18-25,Tamil Nadu,Yes Bank,PNB,Android,4G,0,20,Monday,0
TXN0000158857,2024-05-18 10:18:55,P2P,Grocery,1088,SUCCESS,26-35,26-35,Gujarat,IndusInd,Axis,iOS,4G,0,10,Saturday,1
TXN0000247037,2024-06-06 01:51:06,P2M,Grocery,451,SUCCESS,26-35,26-35,Telangana,ICICI,HDFC,iOS,4G,0,1,Thursday,0
TXN0000102253,2024-10-11 19:58:55,P2M,Entertainment,481,SUCCESS,18-25,36-45,Maharashtra,PNB,Kotak,iOS,4G,0,19,Friday,0
TXN0000115715,2024-10-13 10:35:05,P2M,Grocery,357,SUCCESS,36-45,36-45,Karnataka,Yes Bank,Yes Bank,Android,5G,0,10,Sunday,1
TXN0000145210,2024-12-24 12:27:12,P2P,Grocery,1077,SUCCESS,26-35,26-35,West Bengal,SBI,Axis,Android,4G,0,12,Tuesday,0
TXN0000181336,2024-11-29 08:44:53,P2P,Grocery,1444,SUCCESS,18-25,36-45,Delhi,SBI,Kotak,Android,4G,0,8,Friday,0
TXN0000220204,2024-05-15 03:39:58,Bill Payment,Entertainment,120,SUCCESS,26-35,46-55,Rajasthan,PNB,ICICI,Android,5G,0,3,Wednesday,0
TXN0000087096,2024-06-24 19:07:34,P2P,Shopping,489,SUCCESS,18-25,36-45,Maharashtra,ICICI,PNB,Android,4G,0,19,Monday,0
TXN0000040081,2024-12-17 20:02:00,P2P,Grocery,1197,SUCCESS,18-25,26-35,Rajasthan,PNB,PNB,Android,5G,0,20,Tuesday,0
TXN0000091607,2024-02-19 22:08:11,P2P,Food,668,SUCCESS,26-35,36-45,Andhra Pradesh,PNB,Kotak,Android,4G,0,22,Monday,0
TXN0000168362,2024-08-24 18:50:12,P2M,Shopping,2934,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,ICICI,Android,4G,0,18,Saturday,1
TXN0000143372,2024-06-24 11:18:47,P2P,Entertainment,572,SUCCESS,18-25,18-25,Delhi,ICICI,HDFC,Web,4G,0,11,Monday,0
TXN0000054730,2024-08-01 08:31:42,Bill Payment,Grocery,2182,SUCCESS,18-25,36-45,Karnataka,IndusInd,Kotak,Android,4G,0,8,Thursday,0
TXN0000170261,2024-08-12 21:19:05,P2P,Healthcare,323,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,IndusInd,Web,4G,0,21,Monday,0
TXN0000091718,2024-07-24 22:00:56,P2P,Other,425,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,Android,4G,0,22,Wednesday,0
TXN0000070557,2024-04-04 22:37:53,Bill Payment,Healthcare,373,SUCCESS,18-25,26-35,Karnataka,SBI,HDFC,iOS,4G,0,22,Thursday,0
TXN0000092809,2024-12-30 11:33:42,P2P,Grocery,2199,SUCCESS,36-45,26-35,Andhra Pradesh,IndusInd,Axis,Android,4G,0,11,Monday,0
TXN0000017113,2024-09-20 19:33:23,P2M,Other,509,SUCCESS,36-45,46-55,Uttar Pradesh,Kotak,PNB,Android,4G,0,19,Friday,0
TXN0000013705,2024-03-23 09:58:46,P2P,Other,952,SUCCESS,36-45,26-35,Maharashtra,ICICI,HDFC,Android,WiFi,0,9,Saturday,1
TXN0000127876,2024-12-27 17:28:45,P2M,Food,199,FAILED,26-35,26-35,Uttar Pradesh,SBI,HDFC,Android,5G,0,17,Friday,0
TXN0000224986,2024-10-14 11:24:18,P2M,Transport,113,SUCCESS,18-25,36-45,Uttar Pradesh,HDFC,Yes Bank,Android,5G,0,11,Monday,0
TXN0000240771,2024-01-05 22:14:40,P2M,Food,567,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,Android,4G,0,22,Friday,0
TXN0000208011,2024-10-19 10:01:17,P2P,Fuel,2781,SUCCESS,36-45,18-25,Karnataka,SBI,Yes Bank,Android,4G,0,10,Saturday,1
TXN0000054458,2024-03-27 11:59:27,Bill Payment,Education,17224,SUCCESS,36-45,18-25,Rajasthan,SBI,Kotak,Android,WiFi,0,11,Wednesday,0
TXN0000056619,2024-06-15 12:57:33,P2P,Transport,865,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,SBI,Android,5G,0,12,Saturday,1
TXN0000023623,2024-01-12 06:51:16,P2M,Other,1178,SUCCESS,36-45,18-25,Karnataka,SBI,Kotak,iOS,5G,0,6,Friday,0
TXN0000046630,2024-05-07 19:05:53,P2M,Transport,60,SUCCESS,36-45,18-25,Karnataka,SBI,SBI,Android,4G,0,19,Tuesday,0
TXN0000009080,2024-02-01 12:44:00,P2P,Grocery,1998,SUCCESS,46-55,18-25,Rajasthan,PNB,Yes Bank,Android,4G,0,12,Thursday,0
TXN0000053221,2024-06-07 21:59:41,P2P,Shopping,705,SUCCESS,26-35,18-25,Tamil Nadu,PNB,ICICI,Android,4G,0,21,Friday,0
TXN0000023023,2024-07-26 15:34:11,P2P,Entertainment,320,SUCCESS,26-35,26-35,Karnataka,SBI,IndusInd,iOS,3G,0,15,Friday,0
TXN0000100173,2024-09-10 19:50:56,P2M,Shopping,3920,SUCCESS,26-35,18-25,Maharashtra,ICICI,SBI,Android,4G,0,19,Tuesday,0
TXN0000037742,2024-06-14 13:18:33,P2P,Fuel,2559,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,SBI,iOS,5G,0,13,Friday,0
TXN0000038967,2024-06-14 17:04:51,P2M,Transport,107,SUCCESS,46-55,18-25,Karnataka,Yes Bank,ICICI,Web,WiFi,0,17,Friday,0
TXN0000199383,2024-06-18 21:00:33,P2M,Entertainment,607,SUCCESS,18-25,36-45,Telangana,HDFC,IndusInd,Android,5G,0,21,Tuesday,0
TXN0000081494,2024-03-10 09:03:10,Recharge,Grocery,302,SUCCESS,26-35,18-25,Gujarat,HDFC,SBI,Android,4G,0,9,Sunday,1
TXN0000117814,2024-07-08 06:55:54,P2M,Food,223,SUCCESS,46-55,18-25,West Bengal,IndusInd,ICICI,Web,4G,0,6,Monday,0
TXN0000168751,2024-03-09 19:36:48,P2P,Other,1591,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,IndusInd,iOS,5G,0,19,Saturday,1
TXN0000161325,2024-08-09 11:58:09,P2P,Utilities,2912,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,PNB,Web,5G,0,11,Friday,0
TXN0000127568,2024-08-28 17:25:13,P2P,Shopping,1603,SUCCESS,18-25,26-35,Delhi,IndusInd,HDFC,Android,4G,0,17,Wednesday,0
TXN0000033093,2024-03-16 19:27:18,P2P,Shopping,3094,SUCCESS,56+,18-25,Rajasthan,SBI,PNB,Android,4G,0,19,Saturday,1
TXN0000129274,2024-05-16 11:30:06,P2P,Other,736,SUCCESS,36-45,26-35,Tamil Nadu,SBI,HDFC,iOS,WiFi,0,11,Thursday,0
TXN0000231675,2024-12-14 12:31:30,P2P,Food,177,SUCCESS,36-45,56+,Karnataka,SBI,SBI,Android,5G,0,12,Saturday,1
TXN0000235700,2024-08-18 13:10:23,P2M,Shopping,1788,SUCCESS,46-55,26-35,Rajasthan,Kotak,SBI,Web,4G,0,13,Sunday,1
TXN0000030031,2024-12-17 08:56:24,P2M,Entertainment,301,SUCCESS,26-35,18-25,Tamil Nadu,IndusInd,SBI,Android,5G,0,8,Tuesday,0
TXN0000244468,2024-11-09 22:21:37,P2M,Entertainment,143,SUCCESS,36-45,36-45,Maharashtra,ICICI,ICICI,Android,3G,0,22,Saturday,1
TXN0000053931,2024-10-02 12:49:47,P2P,Healthcare,629,SUCCESS,26-35,36-45,Rajasthan,ICICI,PNB,Android,4G,0,12,Wednesday,0
TXN0000209433,2024-09-29 17:43:52,Bill Payment,Fuel,4537,SUCCESS,36-45,36-45,Rajasthan,Axis,HDFC,iOS,4G,0,17,Sunday,1
TXN0000080047,2024-10-22 14:04:36,P2P,Other,2030,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Android,4G,0,14,Tuesday,0
TXN0000211274,2024-06-12 21:04:40,Bill Payment,Shopping,258,SUCCESS,26-35,36-45,Uttar Pradesh,Yes Bank,ICICI,iOS,4G,0,21,Wednesday,0
TXN0000035386,2024-04-03 11:35:54,P2P,Entertainment,334,SUCCESS,18-25,18-25,Andhra Pradesh,HDFC,SBI,Android,4G,0,11,Wednesday,0
TXN0000186438,2024-09-10 13:24:23,P2P,Grocery,309,SUCCESS,36-45,36-45,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,13,Tuesday,0
TXN0000055550,2024-09-09 13:17:04,P2P,Grocery,1171,SUCCESS,36-45,36-45,Maharashtra,IndusInd,Axis,iOS,4G,0,13,Monday,0
TXN0000041381,2024-01-17 07:16:22,P2P,Entertainment,394,SUCCESS,26-35,36-45,Rajasthan,IndusInd,Kotak,Android,4G,0,7,Wednesday,0
TXN0000031446,2024-09-22 16:44:40,P2P,Food,1613,SUCCESS,36-45,18-25,Gujarat,PNB,SBI,Android,4G,0,16,Sunday,1
TXN0000033016,2024-08-29 12:46:37,Bill Payment,Fuel,4681,SUCCESS,26-35,36-45,Karnataka,Axis,ICICI,Android,5G,0,12,Thursday,0
TXN0000244990,2024-07-05 22:09:36,P2M,Education,2711,SUCCESS,26-35,18-25,Telangana,HDFC,SBI,Android,4G,0,22,Friday,0
TXN0000148510,2024-09-24 12:06:33,P2P,Grocery,2969,SUCCESS,26-35,26-35,Maharashtra,ICICI,IndusInd,Android,WiFi,0,12,Tuesday,0
TXN0000145982,2024-12-21 19:47:16,P2M,Other,605,SUCCESS,46-55,26-35,Uttar Pradesh,HDFC,IndusInd,Android,4G,0,19,Saturday,1
TXN0000094819,2024-04-08 21:16:06,P2P,Food,634,SUCCESS,18-25,18-25,Uttar Pradesh,SBI,HDFC,Android,4G,0,21,Monday,0
TXN0000106094,2024-07-07 12:34:46,P2P,Education,3770,SUCCESS,18-25,36-45,Rajasthan,Axis,Yes Bank,Android,5G,0,12,Sunday,1
TXN0000009239,2024-01-15 17:11:02,P2P,Grocery,1993,SUCCESS,18-25,56+,Gujarat,ICICI,Axis,Android,4G,0,17,Monday,0
TXN0000064241,2024-12-16 11:04:54,Recharge,Entertainment,223,SUCCESS,26-35,36-45,West Bengal,SBI,Yes Bank,Android,4G,0,11,Monday,0
TXN0000168632,2024-03-17 08:34:13,Bill Payment,Shopping,4824,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,SBI,iOS,5G,0,8,Sunday,1
TXN0000147823,2024-09-27 12:23:11,Bill Payment,Utilities,7701,SUCCESS,26-35,18-25,Tamil Nadu,HDFC,IndusInd,Web,5G,0,12,Friday,0
TXN0000034797,2024-06-07 15:56:54,Bill Payment,Shopping,2559,SUCCESS,36-45,36-45,Maharashtra,PNB,ICICI,Android,4G,0,15,Friday,0
TXN0000051728,2024-10-14 21:03:47,P2M,Grocery,1037,SUCCESS,18-25,18-25,Rajasthan,PNB,HDFC,iOS,4G,0,21,Monday,0
TXN0000075320,2024-05-09 05:10:27,P2P,Shopping,765,SUCCESS,36-45,26-35,Karnataka,SBI,IndusInd,Android,4G,0,5,Thursday,0
TXN0000230100,2024-04-24 12:16:41,P2M,Grocery,629,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,SBI,Android,4G,0,12,Wednesday,0
TXN0000205769,2024-12-06 23:41:51,P2P,Shopping,1152,SUCCESS,18-25,26-35,Delhi,IndusInd,Kotak,Android,4G,0,23,Friday,0
TXN0000162908,2024-07-16 15:19:55,P2P,Shopping,1016,SUCCESS,26-35,36-45,Rajasthan,Axis,PNB,Android,4G,0,15,Tuesday,0
TXN0000229555,2024-08-03 08:32:58,P2M,Utilities,1316,SUCCESS,36-45,26-35,Telangana,Yes Bank,Yes Bank,Android,4G,0,8,Saturday,1
TXN0000062919,2024-07-13 11:43:13,P2M,Healthcare,143,FAILED,18-25,18-25,Tamil Nadu,PNB,HDFC,Android,4G,0,11,Saturday,1
TXN0000101131,2024-01-22 12:01:56,Bill Payment,Utilities,2150,SUCCESS,36-45,18-25,Maharashtra,ICICI,Axis,Android,4G,0,12,Monday,0
TXN0000106384,2024-02-19 08:54:22,Bill Payment,Other,649,SUCCESS,36-45,26-35,Karnataka,HDFC,HDFC,Android,4G,0,8,Monday,0
TXN0000130152,2024-05-31 06:23:50,P2M,Shopping,548,SUCCESS,36-45,46-55,Tamil Nadu,IndusInd,Yes Bank,Android,5G,0,6,Friday,0
TXN0000232600,2024-04-25 14:44:23,P2P,Other,1380,SUCCESS,18-25,18-25,Andhra Pradesh,HDFC,ICICI,Web,4G,0,14,Thursday,0
TXN0000013871,2024-09-06 08:43:01,Recharge,Grocery,223,SUCCESS,26-35,46-55,Maharashtra,SBI,SBI,Android,WiFi,0,8,Friday,0
TXN0000085872,2024-09-27 12:06:13,Bill Payment,Grocery,975,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,HDFC,Android,4G,0,12,Friday,0
TXN0000198506,2024-06-02 16:30:20,P2M,Grocery,1211,SUCCESS,26-35,26-35,Telangana,PNB,Kotak,Android,4G,0,16,Sunday,1
TXN0000170913,2024-08-20 21:19:23,P2P,Food,289,FAILED,46-55,36-45,West Bengal,HDFC,IndusInd,Android,5G,0,21,Tuesday,0
TXN0000212731,2024-01-05 09:26:41,P2M,Grocery,792,SUCCESS,26-35,36-45,Delhi,ICICI,PNB,Android,4G,0,9,Friday,0
TXN0000079644,2024-08-25 19:45:23,P2P,Grocery,2609,SUCCESS,18-25,18-25,Maharashtra,SBI,SBI,Android,4G,0,19,Sunday,1
TXN0000078442,2024-07-20 14:59:29,P2P,Grocery,307,SUCCESS,36-45,26-35,West Bengal,ICICI,Axis,Android,5G,0,14,Saturday,1
TXN0000028161,2024-02-21 22:57:51,P2M,Utilities,1730,SUCCESS,26-35,56+,Maharashtra,Axis,Yes Bank,Android,4G,0,22,Wednesday,0
TXN0000148536,2024-11-04 08:27:15,P2P,Grocery,166,SUCCESS,56+,46-55,Karnataka,PNB,SBI,Android,4G,0,8,Monday,0
TXN0000033081,2024-09-05 12:26:27,Bill Payment,Education,7483,SUCCESS,36-45,18-25,West Bengal,SBI,IndusInd,Android,5G,0,12,Thursday,0
TXN0000016592,2024-04-11 22:57:57,P2P,Other,280,SUCCESS,26-35,26-35,Uttar Pradesh,Axis,PNB,Android,5G,0,22,Thursday,0
TXN0000111545,2024-10-30 08:18:29,Bill Payment,Shopping,1161,FAILED,26-35,36-45,Gujarat,IndusInd,SBI,Android,WiFi,0,8,Wednesday,0
TXN0000167460,2024-03-17 14:52:14,P2P,Fuel,985,SUCCESS,36-45,26-35,Rajasthan,HDFC,Yes Bank,Android,4G,0,14,Sunday,1
TXN0000233863,2024-09-27 14:52:17,Recharge,Food,793,SUCCESS,46-55,26-35,Andhra Pradesh,SBI,IndusInd,Android,4G,0,14,Friday,0
TXN0000036346,2024-08-09 19:36:13,P2P,Healthcare,423,SUCCESS,56+,26-35,Uttar Pradesh,HDFC,Kotak,Android,5G,0,19,Friday,0
TXN0000095277,2024-10-16 08:35:31,P2P,Food,83,SUCCESS,18-25,36-45,Karnataka,PNB,SBI,iOS,5G,0,8,Wednesday,0
TXN0000184608,2024-08-23 03:05:24,P2P,Fuel,4828,SUCCESS,36-45,26-35,Telangana,SBI,Yes Bank,iOS,4G,0,3,Friday,0
TXN0000092186,2024-05-28 18:14:22,P2M,Fuel,1021,SUCCESS,26-35,18-25,Maharashtra,SBI,Yes Bank,Web,4G,0,18,Tuesday,0
TXN0000204917,2024-09-15 21:54:19,P2P,Grocery,303,SUCCESS,18-25,36-45,Rajasthan,SBI,SBI,iOS,5G,0,21,Sunday,1
