session_id,user_type_id,label_id,timestamp_start,timestamp_end,vpn,rooted,emulator,ip_risk_score,session_duration,num_events,num_links_clicked,num_qr_scans,num_permission_requests,event_sequence_encoded,event_count_1,event_count_2,event_count_3,event_count_4,event_count_5,event_count_6,event_count_7,event_count_8,event_count_9,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,generator_version,scenario_family,risk_score,split,split_reason
session_v2_006223_b743ad70,2,2,2026-01-31T21:00:33.624860,2026-01-31T21:04:56.624860,1,1,0,0.391,263,26,2,3,2,"[1, 6, 2, 21, 7, 4, 17, 21, 9, 2, 14, 11, 14, 16, 12, 12, 12, 21, 12, 2, 11, 15, 14, 17, 19, 20]",1,3,0,1,0,1,1,0,1,0,2,4,0,3,1,1,2,0,1,1,3,v2.0.0,mixed_anomalous,0.599725,train,train_default
session_v2_006224_e58e02ac,1,0,2025-11-29T01:05:10.625847,2025-11-29T01:09:01.625847,0,0,0,0.255,231,18,1,0,1,"[3, 12, 13, 13, 12, 21, 8, 1, 11, 21, 6, 4, 18, 21, 1, 12, 21, 2]",2,1,1,1,0,1,0,1,0,0,1,3,2,0,0,0,0,1,0,0,4,v2.0.0,benign_media,0.288191,train,train_default
session_v2_006225_9406d32c,0,1,2026-02-04T18:16:30.626642,2026-02-04T18:21:34.626642,0,0,0,0.222,304,25,1,0,1,"[3, 13, 12, 8, 2, 21, 7, 4, 18, 21, 5, 15, 13, 13, 10, 5, 12, 21, 10, 1, 12, 13, 1, 11, 21]",2,1,1,1,2,0,1,1,0,2,1,3,4,0,1,0,0,1,0,0,4,v2.0.0,link_chain_soft,0.427447,val,val_random_fill
session_v2_006226_bffbc7d3,0,1,2026-01-29T17:44:06.628061,2026-01-29T17:47:58.628061,0,0,0,0.281,232,21,1,0,1,"[3, 21, 4, 21, 9, 1, 21, 12, 13, 1, 11, 21, 2, 15, 21, 12, 3, 21, 4, 13, 18]",2,1,2,2,0,0,0,0,1,0,1,2,2,0,1,0,0,1,0,0,6,v2.0.0,link_chain_soft,0.436176,train,train_default
session_v2_006227_4d0c2566,1,2,2026-04-01T20:01:15.629670,2026-04-01T20:04:12.629670,0,0,0,0.551,177,17,0,0,4,"[1, 12, 12, 13, 4, 17, 18, 17, 17, 21, 12, 21, 5, 15, 21, 10, 4]",1,0,0,2,1,0,0,0,0,1,0,3,1,0,1,0,3,1,0,0,3,v2.0.0,permission_dense,0.527052,test_ood,ood_time_bucket
session_v2_006228_743295a3,0,0,2026-03-14T17:44:44.630292,2026-03-14T17:49:32.630292,1,0,0,0.24,288,17,0,0,3,"[2, 13, 13, 13, 21, 4, 17, 21, 2, 7, 3, 12, 21, 4, 18, 18, 21]",0,2,1,2,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,0,4,v2.0.0,benign_settings,0.340262,test_ood,ood_time_bucket
session_v2_006229_a961c4bc,2,1,2025-10-21T01:52:14.631767,2025-10-21T01:53:25.631767,1,0,0,0.428,71,8,1,0,4,"[1, 11, 12, 4, 17, 18, 17, 17]",1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,v2.0.0,permission_dense,0.45402,train,train_default
session_v2_006230_6ca618f3,0,0,2025-10-18T17:56:45.632226,2025-10-18T18:02:04.632226,0,0,0,0.025,319,26,0,0,0,"[1, 13, 21, 6, 5, 10, 5, 12, 13, 21, 10, 4, 21, 9, 3, 13, 13, 13, 21, 8, 1, 12, 12, 21, 6, 4]",2,0,1,2,2,2,0,1,1,2,0,3,5,0,0,0,0,0,0,0,5,v2.0.0,benign_files,0.374226,train,train_default
session_v2_006231_7ebb5e44,1,0,2025-12-19T18:13:31.633306,2025-12-19T18:16:30.633306,0,0,0,0.26,179,15,0,0,0,"[1, 12, 13, 12, 21, 6, 3, 12, 12, 12, 12, 21, 8, 4, 13]",1,0,1,1,0,1,0,1,0,0,0,6,2,0,0,0,0,0,0,0,2,v2.0.0,benign_browse,0.277166,train,train_default
session_v2_006232_1da9c53c,1,0,2025-12-05T08:30:54.634487,2025-12-05T08:35:41.634487,0,0,0,0.176,287,20,1,1,0,"[4, 12, 12, 21, 9, 2, 14, 21, 12, 13, 1, 11, 21, 2, 15, 13, 7, 3, 21, 8]",1,2,1,1,0,0,1,1,1,0,1,3,2,1,1,0,0,0,0,0,4,v2.0.0,link_chain_soft,0.409769,train,train_default
session_v2_006233_a424f17d,1,1,2025-10-10T11:16:34.635480,2025-10-10T11:20:15.635480,1,1,0,0.662,221,15,0,0,3,"[1, 13, 21, 2, 15, 21, 7, 3, 21, 4, 17, 17, 17, 13, 12]",1,1,1,1,0,0,1,0,0,0,0,1,2,0,1,0,3,0,0,0,3,v2.0.0,benign_files,0.487957,train,train_default
session_v2_006234_c4a92b57,2,2,2025-10-27T04:54:00.636173,2025-10-27T04:55:20.636173,0,1,0,0.342,80,15,1,1,2,"[1, 13, 19, 21, 6, 5, 13, 1, 14, 11, 17, 17, 13, 21, 12]",2,0,0,0,1,1,0,0,0,0,1,1,3,1,0,0,2,0,1,0,2,v2.0.0,archetype_qr_takeover,0.572529,val,val_random_fill
session_v2_006235_73d60c1b,0,1,2025-10-05T21:45:33.636964,2025-10-05T21:51:36.636964,0,0,0,0.032,363,24,3,0,1,"[1, 21, 12, 13, 1, 11, 21, 2, 12, 4, 18, 21, 9, 1, 11, 13, 19, 11, 13, 21, 2, 12, 21, 7]",3,2,0,1,0,0,1,0,1,0,3,3,3,0,0,0,0,1,1,0,5,v2.0.0,link_chain_soft,0.472921,train,train_default
session_v2_006236_9a5b3889,2,0,2025-12-06T12:38:17.637927,2025-12-06T12:42:22.637927,1,0,0,0.565,245,15,1,1,1,"[2, 12, 21, 7, 3, 21, 5, 21, 10, 4, 17, 21, 2, 14, 11]",0,2,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,4,v2.0.0,benign_chat,0.297278,train,train_default
session_v2_006237_27ef3afe,2,1,2025-11-24T13:14:19.639266,2025-11-24T13:17:06.639266,0,0,0,0.393,167,20,3,1,0,"[2, 16, 16, 11, 13, 12, 12, 14, 13, 15, 13, 11, 21, 7, 4, 1, 11, 21, 2, 15]",1,2,0,1,0,0,1,0,0,0,3,2,3,1,2,2,0,0,0,0,2,v2.0.0,link_chain_soft,0.501299,val,val_withheld_combo
session_v2_006238_b7db3729,0,1,2026-03-15T05:57:34.640822,2026-03-15T06:02:49.640822,0,0,0,0.086,315,20,1,1,4,"[1, 13, 13, 14, 11, 21, 4, 13, 18, 18, 18, 13, 18, 13, 21, 9, 2, 7, 1, 13]",2,1,0,1,0,0,1,0,1,0,1,0,6,1,0,0,0,4,0,0,2,v2.0.0,benign_browse,0.448135,test_ood,ood_time_bucket
session_v2_006239_3b691569,1,1,2026-01-24T04:56:05.641616,2026-01-24T05:00:45.641616,1,0,0,0.38,280,23,1,1,5,"[1, 21, 4, 17, 21, 5, 21, 10, 2, 11, 14, 12, 13, 4, 17, 18, 17, 17, 12, 15, 4, 21, 9]",1,1,0,3,1,0,0,0,1,1,1,2,1,1,1,0,4,1,0,0,4,v2.0.0,permission_dense,0.505019,val,val_random_fill
session_v2_006240_d6f093d4,1,2,2025-10-29T20:50:52.642746,2025-10-29T20:56:04.642746,0,0,0,0.53,312,25,2,0,1,"[1, 13, 11, 21, 4, 12, 21, 9, 3, 12, 1, 13, 12, 19, 20, 12, 13, 1, 11, 12, 21, 4, 17, 21, 9]",3,0,1,2,0,0,0,0,2,0,2,5,3,0,0,0,1,0,1,1,4,v2.0.0,screen_share_contextual,0.532748,train,train_default
session_v2_006241_e52e09b1,0,1,2026-02-15T22:23:15.643677,2026-02-15T22:26:07.643677,0,1,0,0.402,172,16,1,0,1,"[3, 12, 8, 2, 13, 12, 21, 4, 17, 13, 13, 12, 13, 1, 11, 21]",1,1,1,1,0,0,0,1,0,0,1,3,4,0,0,0,1,0,0,0,2,v2.0.0,link_chain_soft,0.445876,train,train_default
session_v2_006242_4604cdef,0,0,2025-12-11T08:13:02.644188,2025-12-11T08:20:32.644188,0,1,0,0.099,450,26,0,1,1,"[3, 13, 13, 21, 8, 2, 21, 4, 12, 12, 12, 21, 9, 5, 21, 4, 17, 13, 9, 3, 13, 21, 8, 1, 14, 12]",1,1,2,2,1,0,0,2,2,0,0,4,4,1,0,0,1,0,0,0,5,v2.0.0,benign_settings,0.365065,train,train_default
session_v2_006243_5a069238,2,2,2025-12-04T20:21:09.645490,2025-12-04T20:25:10.645490,0,0,0,0.375,241,23,1,3,4,"[3, 21, 2, 14, 15, 11, 12, 15, 13, 4, 17, 18, 17, 17, 12, 13, 12, 13, 12, 14, 13, 14, 16]",0,1,1,1,0,0,0,0,0,0,1,4,4,3,2,1,3,1,0,0,1,v2.0.0,permission_dense,0.617847,train,train_default
session_v2_006244_f24ea12f,1,0,2026-01-01T07:59:25.646422,2026-01-01T08:02:20.646422,1,0,1,0.305,175,14,1,1,0,"[3, 12, 12, 21, 8, 2, 14, 11, 21, 7, 5, 21, 4, 12]",0,1,1,1,1,0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,3,v2.0.0,benign_media,0.347741,train,train_default
session_v2_006245_0d8a9806,1,0,2025-12-15T06:58:50.647187,2025-12-15T07:02:21.647187,0,0,0,0.221,211,17,0,0,2,"[2, 7, 2, 21, 7, 4, 17, 21, 9, 2, 21, 7, 4, 18, 21, 2, 21]",0,4,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,5,v2.0.0,benign_media,0.291651,train,train_default
session_v2_006246_43a04dbb,1,0,2026-01-25T19:20:49.648201,2026-01-25T19:24:01.648201,0,0,0,0.237,192,11,0,1,1,"[5, 12, 21, 4, 18, 21, 9, 2, 14, 7, 3]",0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2,v2.0.0,benign_browse,0.300753,train,train_default
session_v2_006247_e892030c,1,2,2026-01-20T04:09:51.648584,2026-01-20T04:13:21.648584,1,0,0,0.478,210,21,1,1,2,"[2, 21, 7, 4, 18, 21, 9, 2, 21, 4, 2, 11, 15, 14, 12, 13, 17, 21, 5, 12, 21]",0,3,0,2,1,0,1,0,1,0,1,2,1,1,1,0,1,1,0,0,5,v2.0.0,mixed_anomalous,0.523624,train,train_default
session_v2_006248_26a7a57d,2,0,2025-12-03T16:59:50.649244,2025-12-03T17:03:11.649244,1,0,0,0.416,201,14,0,0,2,"[1, 21, 6, 4, 17, 13, 13, 21, 5, 21, 10, 4, 17, 21]",1,0,0,2,1,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,4,v2.0.0,benign_media,0.268845,train,train_default
session_v2_006249_084db2ac,2,2,2026-03-30T05:34:31.649694,2026-03-30T05:35:34.649694,1,1,0,0.583,63,23,2,0,2,"[5, 21, 10, 1, 11, 12, 12, 12, 1, 11, 12, 21, 2, 15, 16, 17, 12, 13, 21, 4, 17, 12, 13]",2,1,0,1,1,0,0,0,0,1,2,6,2,0,1,1,2,0,0,0,3,v2.0.0,archetype_link_install,0.784015,test_ood,ood_time_bucket
session_v2_006250_6d4d31b4,2,0,2025-12-16T22:14:36.650854,2025-12-16T22:16:34.650854,0,0,1,0.576,118,10,0,1,1,"[1, 12, 14, 13, 21, 6, 4, 17, 21, 1]",2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,v2.0.0,benign_chat,0.321529,train,train_default
session_v2_006251_135a4a2e,1,0,2025-10-04T14:30:01.651569,2025-10-04T14:36:33.651569,0,0,0,0.285,392,28,0,1,2,"[5, 12, 13, 12, 12, 15, 13, 13, 12, 12, 21, 10, 2, 14, 12, 12, 7, 5, 12, 21, 4, 18, 17, 21, 9, 3, 12, 21]",0,1,1,1,2,0,1,0,1,1,0,9,3,1,1,0,1,1,0,0,4,v2.0.0,benign_media,0.412464,train,train_default
session_v2_006252_522f6151,1,0,2025-12-17T04:04:49.652708,2025-12-17T04:09:09.652708,0,0,0,0.296,260,21,1,2,0,"[3, 12, 12, 21, 2, 14, 13, 15, 12, 12, 21, 12, 13, 1, 14, 11, 4, 13, 21, 9, 2]",1,2,1,1,0,0,0,0,1,0,1,5,3,2,1,0,0,0,0,0,3,v2.0.0,qr_handoff_soft,0.345303,val,val_withheld_combo
session_v2_006253_3610ae24,3,1,2025-12-31T08:21:35.654040,2025-12-31T08:24:30.654040,0,0,0,0.462,175,16,2,2,0,"[5, 15, 13, 21, 2, 15, 15, 14, 12, 11, 15, 14, 15, 11, 19, 20]",0,1,0,0,1,0,0,0,0,0,2,1,1,2,5,0,0,0,1,1,1,v2.0.0,benign_media,0.466728,train,train_default
session_v2_006254_9f13d1fc,2,2,2025-10-12T01:04:41.654979,2025-10-12T01:05:27.654979,0,0,0,0.325,46,14,1,2,2,"[4, 12, 1, 14, 11, 19, 17, 17, 21, 12, 12, 21, 2, 14]",1,1,0,1,0,0,0,0,0,0,1,3,0,2,0,0,2,0,1,0,2,v2.0.0,archetype_qr_takeover,0.758045,val,val_random_fill
session_v2_006255_a0adf593,0,0,2026-01-13T02:41:20.655866,2026-01-13T02:49:05.655866,0,0,0,0.294,465,25,0,1,2,"[2, 13, 13, 7, 4, 17, 21, 9, 3, 8, 4, 13, 21, 9, 2, 14, 13, 12, 13, 12, 21, 4, 18, 21, 1]",1,2,1,3,0,0,1,1,2,0,0,2,5,1,0,0,1,1,0,0,4,v2.0.0,benign_chat,0.326374,train,train_default
session_v2_006256_3f3a15ff,0,0,2025-11-09T02:06:52.656894,2025-11-09T02:11:13.656894,0,0,0,0.24,261,22,1,0,0,"[2, 13, 21, 7, 5, 12, 16, 13, 12, 15, 12, 13, 12, 12, 21, 10, 2, 11, 12, 12, 21, 4]",0,2,0,1,1,0,1,0,0,1,1,7,3,0,1,1,0,0,0,0,3,v2.0.0,benign_files,0.337405,val,val_random_fill
session_v2_006257_6660ba74,0,1,2026-02-23T10:05:37.658192,2026-02-23T10:10:17.658192,1,1,0,0.429,280,19,0,0,1,"[1, 12, 12, 12, 21, 6, 4, 18, 21, 9, 5, 21, 1, 13, 21, 6, 4, 13, 12]",2,0,0,2,1,2,0,0,1,0,0,4,2,0,0,0,0,1,0,0,4,v2.0.0,benign_chat,0.456708,train,train_default
session_v2_006258_e3be5b3d,2,1,2025-12-06T22:56:16.658809,2025-12-06T22:57:59.658809,0,0,0,0.316,103,16,2,1,0,"[3, 12, 21, 8, 2, 14, 21, 12, 1, 11, 21, 2, 12, 1, 13, 11]",2,2,1,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,0,3,v2.0.0,link_chain_soft,0.439442,val,val_withheld_combo
session_v2_006259_e2b19ab6,1,1,2025-10-09T08:59:03.659304,2025-10-09T09:02:56.659304,1,0,0,0.345,233,17,1,0,1,"[4, 12, 13, 1, 11, 21, 2, 15, 21, 5, 21, 10, 4, 17, 21, 3, 12]",1,1,1,2,1,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,4,v2.0.0,link_chain_soft,0.483866,train,train_default
session_v2_006260_695fb4ac,1,1,2025-10-15T23:19:37.660126,2025-10-15T23:21:35.660126,0,0,0,0.282,118,14,1,1,0,"[3, 21, 8, 1, 21, 5, 21, 12, 2, 11, 15, 14, 19, 20]",1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,3,v2.0.0,mixed_anomalous,0.459645,train,train_default
session_v2_006261_8a92ed16,0,1,2025-11-30T10:31:09.661673,2025-11-30T10:34:22.661673,0,0,0,0.167,193,14,1,0,1,"[3, 12, 21, 8, 1, 11, 12, 21, 6, 4, 17, 21, 9, 2]",1,1,1,1,0,1,0,1,1,0,1,2,0,0,0,0,1,0,0,0,3,v2.0.0,benign_files,0.486967,train,train_default
session_v2_006262_be6535cb,3,0,2026-01-06T09:21:06.662360,2026-01-06T09:24:56.662360,0,0,0,0.285,230,19,2,1,1,"[2, 21, 7, 5, 21, 10, 2, 11, 11, 21, 7, 4, 17, 13, 12, 21, 9, 2, 14]",0,3,0,1,1,0,2,0,1,1,2,1,1,1,0,0,1,0,0,0,4,v2.0.0,benign_media,0.294813,train,train_default
session_v2_006263_fb105e17,1,0,2026-02-02T20:33:58.663546,2026-02-02T20:35:21.663546,0,0,0,0.154,83,8,1,0,0,"[5, 21, 10, 3, 21, 1, 11, 12]",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,v2.0.0,benign_media,0.339166,train,train_default
session_v2_006264_549b3a71,1,0,2026-03-03T01:28:04.663858,2026-03-03T01:32:42.663858,1,0,0,0.279,278,22,2,0,1,"[1, 12, 12, 19, 21, 6, 4, 17, 21, 9, 1, 12, 11, 13, 13, 11, 13, 21, 2, 12, 15, 12]",2,1,0,1,0,1,0,0,1,0,2,5,3,0,1,0,1,0,1,0,3,v2.0.0,benign_chat,0.320845,train,train_default
session_v2_006265_614c12e3,1,0,2026-03-17T12:23:28.664701,2026-03-17T12:29:04.664701,1,0,0,0.345,336,26,3,1,0,"[2, 13, 21, 3, 21, 8, 1, 11, 12, 14, 12, 12, 11, 19, 11, 12, 12, 12, 21, 4, 21, 9, 2, 15, 21, 4]",1,2,1,2,0,0,0,1,1,0,3,6,1,1,1,0,0,0,1,0,5,v2.0.0,benign_media,0.419913,test_ood,ood_time_bucket
session_v2_006266_4e7c353d,3,1,2025-10-23T19:36:16.665935,2025-10-23T19:39:51.665935,0,0,0,0.382,215,22,0,1,4,"[2, 21, 12, 13, 4, 17, 18, 17, 12, 1, 13, 13, 21, 6, 4, 17, 21, 9, 1, 14, 21, 2]",2,2,0,2,0,1,0,0,1,0,0,2,3,1,0,0,3,1,0,0,4,v2.0.0,permission_dense,0.472712,train,train_default
session_v2_006267_5acd7fee,1,0,2025-12-25T13:47:22.667414,2025-12-25T13:53:25.667414,0,0,0,0.213,363,16,1,1,0,"[2, 13, 13, 14, 13, 21, 7, 5, 21, 4, 19, 21, 1, 11, 13, 12]",1,1,0,1,1,0,1,0,0,0,1,1,4,1,0,0,0,0,1,0,3,v2.0.0,benign_chat,0.301712,train,train_default
session_v2_006268_4adc834c,0,0,2025-12-12T19:16:19.668137,2025-12-12T19:21:54.668137,0,0,0,0.161,335,19,3,0,0,"[1, 11, 21, 6, 3, 21, 8, 1, 11, 12, 13, 6, 1, 21, 12, 1, 11, 21, 2]",4,1,1,0,0,2,0,1,0,0,3,2,1,0,0,0,0,0,0,0,4,v2.0.0,link_chain_soft,0.32865,train,train_default
session_v2_006269_9071d21e,1,0,2025-10-23T03:19:19.669465,2025-10-23T03:22:11.669465,0,0,0,0.177,172,10,0,0,0,"[1, 21, 12, 1, 13, 12, 19, 20, 13, 12]",2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,v2.0.0,screen_share_contextual,0.412622,train,train_default
session_v2_006270_a1ad5b81,2,0,2026-02-12T06:17:58.669855,2026-02-12T06:22:05.669855,0,1,0,0.412,247,18,2,0,1,"[2, 12, 13, 13, 19, 21, 7, 4, 18, 20, 21, 9, 2, 11, 12, 12, 11, 21]",0,2,0,1,0,0,1,0,1,0,2,3,2,0,0,0,0,1,1,1,3,v2.0.0,benign_media,0.276611,train,train_default
session_v2_006271_51ada4af,2,1,2026-03-12T06:55:45.671013,2026-03-12T06:58:28.671013,0,0,0,0.44,163,23,3,1,0,"[3, 21, 5, 21, 12, 2, 11, 15, 14, 12, 13, 16, 16, 15, 21, 2, 11, 11, 21, 3, 13, 21, 4]",0,2,2,1,1,0,0,0,0,0,3,2,2,1,2,2,0,0,0,0,5,v2.0.0,mixed_anomalous,0.517852,test_ood,ood_time_bucket
session_v2_006272_e65a9bfb,0,0,2026-01-06T00:04:49.671975,2026-01-06T00:08:41.671975,0,0,0,0.127,232,17,1,1,2,"[3, 21, 1, 14, 12, 21, 6, 2, 13, 11, 7, 4, 17, 12, 13, 13, 17]",1,1,1,1,0,1,1,0,0,0,1,2,3,1,0,0,2,0,0,0,2,v2.0.0,benign_files,0.387747,train,train_default
session_v2_006273_1f93047e,0,1,2026-01-10T07:14:20.673414,2026-01-10T07:20:58.673414,0,0,0,0.424,398,26,0,0,5,"[1, 6, 3, 13, 12, 21, 2, 13, 21, 7, 4, 17, 13, 21, 9, 1, 12, 13, 4, 17, 18, 17, 17, 12, 13, 5]",2,1,1,2,1,1,1,0,1,0,0,3,5,0,0,0,4,1,0,0,3,v2.0.0,permission_dense,0.427689,val,val_withheld_combo
session_v2_006274_9d656aba,1,1,2025-11-17T14:53:01.674505,2025-11-17T14:58:51.674505,1,1,0,0.507,350,22,2,1,1,"[1, 11, 13, 13, 21, 6, 4, 18, 13, 12, 21, 9, 2, 14, 16, 12, 13, 11, 13, 16, 21, 1]",2,1,0,1,0,1,0,0,1,0,2,2,5,1,0,2,0,1,0,0,3,v2.0.0,benign_browse,0.441569,train,train_default
session_v2_006275_58871049,1,0,2025-12-30T05:36:52.675629,2025-12-30T05:40:00.675629,0,0,0,0.351,188,14,0,0,1,"[2, 12, 21, 7, 4, 21, 9, 5, 13, 13, 13, 21, 4, 18]",0,1,0,2,1,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,3,v2.0.0,benign_chat,0.268868,train,train_default
session_v2_006276_ca80ec89,0,0,2026-01-19T13:20:45.676589,2026-01-19T13:24:42.676589,0,0,0,0.01,237,18,0,0,2,"[4, 12, 17, 21, 9, 5, 12, 13, 13, 13, 21, 10, 2, 12, 21, 7, 4, 18]",0,1,0,2,1,0,1,0,1,1,0,3,3,0,0,0,1,1,0,0,3,v2.0.0,benign_chat,0.351656,train,train_default
session_v2_006277_942a5286,3,2,2026-03-07T07:18:13.677404,2026-03-07T07:19:56.677404,1,0,0,0.71,103,16,0,0,4,"[1, 21, 6, 4, 12, 13, 4, 17, 17, 17, 12, 13, 17, 21, 9, 2]",1,1,0,2,0,1,0,0,1,0,0,2,2,0,0,0,4,0,0,0,2,v2.0.0,archetype_permission_burst,0.523729,test_ood,ood_time_bucket
session_v2_006278_db076da7,0,2,2026-01-03T22:14:16.678253,2026-01-03T22:15:55.678253,1,0,1,0.453,99,20,2,0,3,"[3, 8, 5, 21, 1, 11, 11, 13, 21, 5, 13, 12, 12, 13, 4, 17, 17, 17, 12, 13]",1,0,1,1,2,0,0,1,0,0,2,3,4,0,0,0,3,0,0,0,2,v2.0.0,archetype_permission_burst,0.719064,train,train_default
session_v2_006279_3737b8e9,2,2,2026-03-21T19:27:19.679019,2026-03-21T19:30:24.679019,1,0,0,0.274,185,19,3,1,0,"[1, 21, 12, 13, 1, 14, 11, 12, 13, 5, 15, 21, 10, 2, 19, 11, 13, 11, 21]",2,1,0,0,1,0,0,0,0,1,3,2,3,1,1,0,0,0,1,0,3,v2.0.0,qr_handoff_soft,0.547434,test_ood,ood_time_bucket
session_v2_006280_8f583e09,1,0,2026-01-01T08:36:46.680620,2026-01-01T08:41:48.680620,0,1,1,0.648,302,17,0,0,0,"[4, 21, 9, 3, 13, 13, 12, 12, 21, 8, 2, 19, 13, 12, 13, 12, 12]",0,1,1,1,0,0,0,1,1,0,0,5,4,0,0,0,0,0,1,0,2,v2.0.0,benign_chat,0.266606,train,train_default
session_v2_006281_caca3232,1,0,2025-10-27T23:28:53.681360,2025-10-27T23:31:44.681360,0,0,0,0.296,171,13,0,0,1,"[3, 12, 21, 8, 4, 19, 18, 13, 13, 12, 13, 21, 1]",1,0,1,1,0,0,0,1,0,0,0,2,3,0,0,0,0,1,1,0,2,v2.0.0,benign_browse,0.340008,train,train_default
session_v2_006282_7f12602a,0,0,2026-01-25T18:17:04.682737,2026-01-25T18:19:54.682737,1,0,0,0.265,170,18,0,1,0,"[1, 6, 3, 21, 8, 2, 19, 13, 21, 7, 1, 6, 1, 14, 21, 6, 2, 21]",3,2,1,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,4,v2.0.0,benign_settings,0.315951,train,train_default
session_v2_006283_89e23160,1,0,2026-02-16T04:07:29.683292,2026-02-16T04:10:40.683292,0,1,0,0.284,191,16,0,0,0,"[2, 21, 7, 5, 21, 4, 21, 9, 5, 21, 10, 4, 19, 21, 2, 15]",0,2,0,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,5,v2.0.0,benign_settings,0.347078,train,train_default
session_v2_006284_64c70734,2,0,2026-02-18T07:50:52.683785,2026-02-18T07:53:34.683785,0,0,0,0.451,162,18,1,0,0,"[2, 12, 11, 7, 2, 13, 19, 12, 13, 1, 13, 12, 20, 12, 13, 12, 12, 12]",1,2,0,0,0,0,1,0,0,0,1,7,4,0,0,0,0,0,1,1,0,v2.0.0,screen_share_contextual,0.351345,train,train_default
session_v2_006285_2b8ed258,1,0,2026-02-01T08:26:20.684753,2026-02-01T08:29:53.684753,0,0,0,0.223,213,18,0,1,0,"[1, 19, 21, 6, 2, 16, 13, 21, 7, 5, 21, 10, 1, 14, 12, 21, 5, 16]",2,1,0,0,2,1,1,0,0,1,0,1,1,1,0,2,0,0,1,0,4,v2.0.0,benign_media,0.398413,train,train_default
session_v2_006286_a04e5b8f,2,0,2025-10-26T04:20:03.685703,2025-10-26T04:23:18.685703,0,0,0,0.309,195,15,1,0,1,"[5, 16, 12, 21, 3, 21, 4, 17, 21, 9, 1, 11, 21, 6, 5]",1,0,1,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,4,v2.0.0,benign_browse,0.261808,train,train_default
session_v2_006287_3cf4eaad,1,1,2026-02-14T02:25:02.686562,2026-02-14T02:28:37.686562,1,0,0,0.399,215,18,1,1,1,"[5, 1, 14, 11, 12, 13, 21, 4, 12, 21, 5, 15, 13, 13, 21, 10, 4, 18]",1,0,0,2,2,0,0,0,0,1,1,2,3,1,1,0,0,1,0,0,3,v2.0.0,qr_handoff_soft,0.490462,val,val_withheld_combo
session_v2_006288_6e4f74cd,2,0,2025-10-06T05:27:19.687583,2025-10-06T05:33:50.687583,0,0,0,0.281,391,25,1,0,2,"[4, 12, 12, 21, 9, 3, 12, 21, 8, 4, 17, 21, 9, 2, 21, 4, 17, 12, 21, 9, 2, 11, 13, 16, 21]",0,2,1,3,0,0,0,1,3,0,1,4,1,0,0,1,2,0,0,0,6,v2.0.0,benign_chat,0.326535,train,train_default
session_v2_006289_b8d0d7cc,1,2,2026-02-23T20:14:57.688986,2026-02-23T20:18:15.688986,0,0,0,0.339,198,24,2,1,2,"[4, 12, 9, 2, 15, 21, 4, 18, 21, 9, 1, 11, 12, 12, 13, 2, 11, 15, 14, 12, 13, 21, 4, 18]",1,2,0,3,0,0,0,0,2,0,2,4,2,1,2,0,0,2,0,0,3,v2.0.0,mixed_anomalous,0.588143,train,train_default
session_v2_006290_43075dcd,0,0,2025-11-28T15:38:18.690095,2025-11-28T15:44:22.690095,0,0,0,0.377,364,19,0,0,1,"[1, 21, 6, 4, 13, 21, 9, 1, 13, 12, 21, 6, 4, 18, 21, 3, 12, 21, 8]",2,0,1,2,0,2,0,1,1,0,0,2,2,0,0,0,0,1,0,0,5,v2.0.0,benign_browse,0.310104,train,train_default
session_v2_006291_79bebe7f,1,0,2026-03-08T20:19:53.690863,2026-03-08T20:24:58.690863,0,0,0,0.348,305,17,0,0,0,"[2, 7, 1, 21, 2, 16, 12, 13, 12, 12, 21, 7, 3, 12, 21, 8, 4]",1,2,1,1,0,0,2,1,0,0,0,4,1,0,0,1,0,0,0,0,3,v2.0.0,benign_browse,0.305521,test_ood,ood_time_bucket
